chr1L	chr1L
Scaffold100573	chrUn_NW_016787833v1
Scaffold100574	chrUn_NW_016787834v1
Scaffold100575	chrUn_NW_016787835v1
Scaffold100576	chrUn_NW_016787836v1
Scaffold100577	chrUn_NW_016787837v1
Scaffold100578	chrUn_NW_016787838v1
Scaffold100579	chrUn_NW_016787839v1
Scaffold10058	chrUn_NW_016704088v1
Scaffold100580	chrUn_NW_016787840v1
Scaffold100581	chrUn_NW_016787841v1
Scaffold100582	chrUn_NW_016787842v1
Scaffold100583	chrUn_NW_016787843v1
Scaffold100584	chrUn_NW_016787844v1
Scaffold100585	chrUn_NW_016787845v1
Scaffold100586	chrUn_NW_016787846v1
Scaffold100587	chrUn_NW_016787847v1
Scaffold100588	chrUn_NW_016787848v1
Scaffold100589	chrUn_NW_016787849v1
Scaffold10059	chrUn_NW_016704089v1
Scaffold100590	chrUn_NW_016787850v1
Scaffold100591	chrUn_NW_016787851v1
Scaffold100592	chrUn_NW_016787852v1
Scaffold100593	chrUn_NW_016787853v1
Scaffold100595	chrUn_NW_016787854v1
Scaffold100596	chrUn_NW_016787855v1
Scaffold100598	chrUn_NW_016787856v1
Scaffold100599	chrUn_NW_016787857v1
Scaffold1006	chrUn_NW_016695788v1
Scaffold100600	chrUn_NW_016787858v1
Scaffold100601	chrUn_NW_016787859v1
Scaffold100602	chrUn_NW_016787860v1
Scaffold100604	chrUn_NW_016787861v1
Scaffold100605	chrUn_NW_016787862v1
Scaffold100606	chrUn_NW_016787863v1
Scaffold100607	chrUn_NW_016787864v1
Scaffold100608	chrUn_NW_016787865v1
Scaffold100609	chrUn_NW_016787866v1
Scaffold100610	chrUn_NW_016787867v1
Scaffold100611	chrUn_NW_016787868v1
Scaffold100612	chrUn_NW_016787869v1
Scaffold100613	chrUn_NW_016787870v1
Scaffold100614	chrUn_NW_016787871v1
Scaffold100615	chrUn_NW_016787872v1
Scaffold100616	chrUn_NW_016787873v1
Scaffold100617	chrUn_NW_016787874v1
Scaffold100618	chrUn_NW_016787875v1
Scaffold100619	chrUn_NW_016787876v1
Scaffold10062	chrUn_NW_016704090v1
Scaffold100620	chrUn_NW_016787877v1
Scaffold100621	chrUn_NW_016787878v1
Scaffold100622	chrUn_NW_016787879v1
Scaffold100623	chrUn_NW_016787880v1
Scaffold100624	chrUn_NW_016787881v1
Scaffold100625	chrUn_NW_016787882v1
Scaffold100626	chrUn_NW_016787883v1
Scaffold100627	chrUn_NW_016787884v1
Scaffold100628	chrUn_NW_016787885v1
Scaffold100629	chrUn_NW_016787886v1
Scaffold10063	chrUn_NW_016704091v1
Scaffold100630	chrUn_NW_016787887v1
Scaffold100631	chrUn_NW_016787888v1
Scaffold100632	chrUn_NW_016787889v1
Scaffold100633	chrUn_NW_016787890v1
Scaffold100634	chrUn_NW_016787891v1
Scaffold100635	chrUn_NW_016787892v1
Scaffold100636	chrUn_NW_016787893v1
Scaffold100637	chrUn_NW_016787894v1
Scaffold100638	chrUn_NW_016787895v1
Scaffold100639	chrUn_NW_016787896v1
Scaffold100640	chrUn_NW_016787897v1
Scaffold100641	chrUn_NW_016787898v1
Scaffold100642	chrUn_NW_016787899v1
Scaffold100643	chrUn_NW_016787900v1
Scaffold100644	chrUn_NW_016787901v1
Scaffold100645	chrUn_NW_016787902v1
Scaffold100646	chrUn_NW_016787903v1
Scaffold100647	chrUn_NW_016787904v1
Scaffold100648	chrUn_NW_016787905v1
Scaffold100649	chrUn_NW_016787906v1
Scaffold10065	chrUn_NW_016704092v1
Scaffold100650	chrUn_NW_016787907v1
Scaffold100651	chrUn_NW_016787908v1
Scaffold100652	chrUn_NW_016787909v1
Scaffold100653	chrUn_NW_016787910v1
Scaffold100654	chrUn_NW_016787911v1
Scaffold100655	chrUn_NW_016787912v1
Scaffold100656	chrUn_NW_016787913v1
Scaffold100657	chrUn_NW_016787914v1
Scaffold100658	chrUn_NW_016787915v1
Scaffold100659	chrUn_NW_016787916v1
Scaffold10066	chrUn_NW_016704093v1
Scaffold100660	chrUn_NW_016787917v1
Scaffold100661	chrUn_NW_016787918v1
Scaffold100662	chrUn_NW_016787919v1
Scaffold100663	chrUn_NW_016787920v1
Scaffold100664	chrUn_NW_016787921v1
Scaffold100665	chrUn_NW_016787922v1
Scaffold100666	chrUn_NW_016787923v1
Scaffold100667	chrUn_NW_016787924v1
Scaffold100668	chrUn_NW_016787925v1
Scaffold100669	chrUn_NW_016787926v1
Scaffold10067	chrUn_NW_016704094v1
Scaffold100670	chrUn_NW_016787927v1
Scaffold100671	chrUn_NW_016787928v1
Scaffold100672	chrUn_NW_016787929v1
Scaffold100673	chrUn_NW_016787930v1
Scaffold100674	chrUn_NW_016787931v1
Scaffold100675	chrUn_NW_016787932v1
Scaffold100676	chrUn_NW_016787933v1
Scaffold100677	chrUn_NW_016787934v1
Scaffold100678	chrUn_NW_016787935v1
Scaffold100679	chrUn_NW_016787936v1
Scaffold10068	chrUn_NW_016704095v1
Scaffold100680	chrUn_NW_016787937v1
Scaffold100681	chrUn_NW_016787938v1
Scaffold100682	chrUn_NW_016787939v1
Scaffold100683	chrUn_NW_016787940v1
Scaffold100684	chrUn_NW_016787941v1
Scaffold100685	chrUn_NW_016787942v1
Scaffold100686	chrUn_NW_016787943v1
Scaffold100687	chrUn_NW_016787944v1
Scaffold100688	chrUn_NW_016787945v1
Scaffold100689	chrUn_NW_016787946v1
Scaffold10069	chrUn_NW_016704096v1
Scaffold100690	chrUn_NW_016787947v1
Scaffold100691	chrUn_NW_016787948v1
Scaffold100692	chrUn_NW_016787949v1
Scaffold100693	chrUn_NW_016787950v1
Scaffold100694	chrUn_NW_016787951v1
Scaffold100695	chrUn_NW_016787952v1
Scaffold100696	chrUn_NW_016787953v1
Scaffold100697	chrUn_NW_016787954v1
Scaffold100698	chrUn_NW_016787955v1
Scaffold100699	chrUn_NW_016787956v1
Scaffold1007	chrUn_NW_016695789v1
Scaffold100700	chrUn_NW_016787957v1
Scaffold100701	chrUn_NW_016787958v1
Scaffold100702	chrUn_NW_016787959v1
Scaffold100703	chrUn_NW_016787960v1
Scaffold100704	chrUn_NW_016787961v1
Scaffold100705	chrUn_NW_016787962v1
Scaffold100706	chrUn_NW_016787963v1
Scaffold100707	chrUn_NW_016787964v1
Scaffold100709	chrUn_NW_016787965v1
Scaffold10071	chrUn_NW_016704097v1
Scaffold100710	chrUn_NW_016787966v1
Scaffold100711	chrUn_NW_016787967v1
Scaffold100712	chrUn_NW_016787968v1
Scaffold100713	chrUn_NW_016787969v1
Scaffold100714	chrUn_NW_016787970v1
Scaffold100715	chrUn_NW_016787971v1
Scaffold100716	chrUn_NW_016787972v1
Scaffold100717	chrUn_NW_016787973v1
Scaffold100718	chrUn_NW_016787974v1
Scaffold100719	chrUn_NW_016787975v1
Scaffold10072	chrUn_NW_016704098v1
Scaffold100720	chrUn_NW_016787976v1
Scaffold100721	chrUn_NW_016787977v1
Scaffold100722	chrUn_NW_016787978v1
Scaffold100723	chrUn_NW_016787979v1
Scaffold100724	chrUn_NW_016787980v1
Scaffold100725	chrUn_NW_016787981v1
Scaffold100726	chrUn_NW_016787982v1
Scaffold100727	chrUn_NW_016787983v1
Scaffold100728	chrUn_NW_016787984v1
Scaffold100729	chrUn_NW_016787985v1
Scaffold10073	chrUn_NW_016704099v1
Scaffold100730	chrUn_NW_016787986v1
Scaffold100731	chrUn_NW_016787987v1
Scaffold100732	chrUn_NW_016787988v1
Scaffold100733	chrUn_NW_016787989v1
Scaffold100734	chrUn_NW_016787990v1
Scaffold100735	chrUn_NW_016787991v1
Scaffold100736	chrUn_NW_016787992v1
Scaffold100737	chrUn_NW_016787993v1
Scaffold100738	chrUn_NW_016787994v1
Scaffold100739	chrUn_NW_016787995v1
Scaffold100740	chrUn_NW_016787996v1
Scaffold100741	chrUn_NW_016787997v1
Scaffold100742	chrUn_NW_016787998v1
Scaffold100743	chrUn_NW_016787999v1
Scaffold100744	chrUn_NW_016788000v1
Scaffold100745	chrUn_NW_016788001v1
Scaffold100746	chrUn_NW_016788002v1
Scaffold100747	chrUn_NW_016788003v1
Scaffold100748	chrUn_NW_016788004v1
Scaffold100749	chrUn_NW_016788005v1
Scaffold10075	chrUn_NW_016704100v1
Scaffold100750	chrUn_NW_016788006v1
Scaffold100751	chrUn_NW_016788007v1
Scaffold100752	chrUn_NW_016788008v1
Scaffold100753	chrUn_NW_016788009v1
Scaffold100754	chrUn_NW_016788010v1
Scaffold100755	chrUn_NW_016788011v1
Scaffold100756	chrUn_NW_016788012v1
Scaffold100757	chrUn_NW_016788013v1
Scaffold100758	chrUn_NW_016788014v1
Scaffold100759	chrUn_NW_016788015v1
Scaffold10076	chrUn_NW_016704101v1
Scaffold100760	chrUn_NW_016788016v1
Scaffold100761	chrUn_NW_016788017v1
Scaffold100762	chrUn_NW_016788018v1
Scaffold100763	chrUn_NW_016788019v1
Scaffold100764	chrUn_NW_016788020v1
Scaffold100765	chrUn_NW_016788021v1
Scaffold100766	chrUn_NW_016788022v1
Scaffold100767	chrUn_NW_016788023v1
Scaffold100768	chrUn_NW_016788024v1
Scaffold100769	chrUn_NW_016788025v1
Scaffold10077	chrUn_NW_016704102v1
Scaffold100770	chrUn_NW_016788026v1
Scaffold100771	chrUn_NW_016788027v1
Scaffold100772	chrUn_NW_016788028v1
Scaffold100773	chrUn_NW_016788029v1
Scaffold100774	chrUn_NW_016788030v1
Scaffold100775	chrUn_NW_016788031v1
Scaffold100776	chrUn_NW_016788032v1
Scaffold100777	chrUn_NW_016788033v1
Scaffold100778	chrUn_NW_016788034v1
Scaffold100779	chrUn_NW_016788035v1
Scaffold100780	chrUn_NW_016788036v1
Scaffold100781	chrUn_NW_016788037v1
Scaffold100782	chrUn_NW_016788038v1
Scaffold100783	chrUn_NW_016788039v1
Scaffold100784	chrUn_NW_016788040v1
Scaffold100785	chrUn_NW_016788041v1
Scaffold100786	chrUn_NW_016788042v1
Scaffold100787	chrUn_NW_016788043v1
Scaffold100788	chrUn_NW_016788044v1
Scaffold100789	chrUn_NW_016788045v1
Scaffold10079	chrUn_NW_016704103v1
Scaffold100790	chrUn_NW_016788046v1
Scaffold100791	chrUn_NW_016788047v1
Scaffold100792	chrUn_NW_016788048v1
Scaffold100793	chrUn_NW_016788049v1
Scaffold100794	chrUn_NW_016788050v1
Scaffold100795	chrUn_NW_016788051v1
Scaffold100796	chrUn_NW_016788052v1
Scaffold100797	chrUn_NW_016788053v1
Scaffold100798	chrUn_NW_016788054v1
Scaffold100799	chrUn_NW_016788055v1
Scaffold1008	chrUn_NW_016695790v1
Scaffold10080	chrUn_NW_016704104v1
Scaffold100800	chrUn_NW_016788056v1
Scaffold100801	chrUn_NW_016788057v1
Scaffold100802	chrUn_NW_016788058v1
Scaffold100803	chrUn_NW_016788059v1
Scaffold100804	chrUn_NW_016788060v1
Scaffold100805	chrUn_NW_016788061v1
Scaffold100806	chrUn_NW_016788062v1
Scaffold100807	chrUn_NW_016788063v1
Scaffold100808	chrUn_NW_016788064v1
Scaffold100809	chrUn_NW_016788065v1
Scaffold10081	chrUn_NW_016704105v1
Scaffold100810	chrUn_NW_016788066v1
Scaffold100811	chrUn_NW_016788067v1
Scaffold100812	chrUn_NW_016788068v1
Scaffold100813	chrUn_NW_016788069v1
Scaffold100814	chrUn_NW_016788070v1
Scaffold100815	chrUn_NW_016788071v1
Scaffold100816	chrUn_NW_016788072v1
Scaffold100817	chrUn_NW_016788073v1
Scaffold100818	chrUn_NW_016788074v1
Scaffold100819	chrUn_NW_016788075v1
Scaffold10082	chrUn_NW_016704106v1
Scaffold100820	chrUn_NW_016788076v1
Scaffold100821	chrUn_NW_016788077v1
Scaffold100822	chrUn_NW_016788078v1
Scaffold100823	chrUn_NW_016788079v1
Scaffold100824	chrUn_NW_016788080v1
Scaffold100825	chrUn_NW_016788081v1
Scaffold100826	chrUn_NW_016788082v1
Scaffold100827	chrUn_NW_016788083v1
Scaffold100828	chrUn_NW_016788084v1
Scaffold100829	chrUn_NW_016788085v1
Scaffold10083	chrUn_NW_016704107v1
Scaffold100830	chrUn_NW_016788086v1
Scaffold100831	chrUn_NW_016788087v1
Scaffold100832	chrUn_NW_016788088v1
Scaffold100833	chrUn_NW_016788089v1
Scaffold100834	chrUn_NW_016788090v1
Scaffold100835	chrUn_NW_016788091v1
Scaffold100836	chrUn_NW_016788092v1
Scaffold100839	chrUn_NW_016788093v1
Scaffold10084	chrUn_NW_016704108v1
Scaffold100840	chrUn_NW_016788094v1
Scaffold100841	chrUn_NW_016788095v1
Scaffold100843	chrUn_NW_016788096v1
Scaffold100844	chrUn_NW_016788097v1
Scaffold100845	chrUn_NW_016788098v1
Scaffold100846	chrUn_NW_016788099v1
Scaffold100847	chrUn_NW_016788100v1
Scaffold100848	chrUn_NW_016788101v1
Scaffold100849	chrUn_NW_016788102v1
Scaffold10085	chrUn_NW_016704109v1
Scaffold100850	chrUn_NW_016788103v1
Scaffold100851	chrUn_NW_016788104v1
Scaffold100852	chrUn_NW_016788105v1
Scaffold100853	chrUn_NW_016788106v1
Scaffold100854	chrUn_NW_016788107v1
Scaffold100855	chrUn_NW_016788108v1
Scaffold100856	chrUn_NW_016788109v1
Scaffold100857	chrUn_NW_016788110v1
Scaffold100858	chrUn_NW_016788111v1
Scaffold100859	chrUn_NW_016788112v1
Scaffold10086	chrUn_NW_016704110v1
Scaffold100860	chrUn_NW_016788113v1
Scaffold100861	chrUn_NW_016788114v1
Scaffold100862	chrUn_NW_016788115v1
Scaffold100863	chrUn_NW_016788116v1
Scaffold100864	chrUn_NW_016788117v1
Scaffold100865	chrUn_NW_016788118v1
Scaffold100866	chrUn_NW_016788119v1
Scaffold100867	chrUn_NW_016788120v1
Scaffold100868	chrUn_NW_016788121v1
Scaffold100869	chrUn_NW_016788122v1
Scaffold10087	chrUn_NW_016704111v1
Scaffold100870	chrUn_NW_016788123v1
Scaffold100871	chrUn_NW_016788124v1
Scaffold100872	chrUn_NW_016788125v1
Scaffold100873	chrUn_NW_016788126v1
Scaffold100874	chrUn_NW_016788127v1
Scaffold100875	chrUn_NW_016788128v1
Scaffold100876	chrUn_NW_016788129v1
Scaffold100877	chrUn_NW_016788130v1
Scaffold100878	chrUn_NW_016788131v1
Scaffold100879	chrUn_NW_016788132v1
Scaffold10088	chrUn_NW_016704112v1
Scaffold100880	chrUn_NW_016788133v1
Scaffold100881	chrUn_NW_016788134v1
Scaffold100882	chrUn_NW_016788135v1
Scaffold100883	chrUn_NW_016788136v1
Scaffold100884	chrUn_NW_016788137v1
Scaffold100885	chrUn_NW_016788138v1
Scaffold100886	chrUn_NW_016788139v1
Scaffold100887	chrUn_NW_016788140v1
Scaffold100888	chrUn_NW_016788141v1
Scaffold100889	chrUn_NW_016788142v1
Scaffold10089	chrUn_NW_016704113v1
Scaffold100890	chrUn_NW_016788143v1
Scaffold100891	chrUn_NW_016788144v1
Scaffold100892	chrUn_NW_016788145v1
Scaffold100893	chrUn_NW_016788146v1
Scaffold100894	chrUn_NW_016788147v1
Scaffold100895	chrUn_NW_016788148v1
Scaffold100896	chrUn_NW_016788149v1
Scaffold100897	chrUn_NW_016788150v1
Scaffold100898	chrUn_NW_016788151v1
Scaffold100899	chrUn_NW_016788152v1
Scaffold1009	chrUn_NW_016695791v1
Scaffold10090	chrUn_NW_016704114v1
Scaffold100900	chrUn_NW_016788153v1
Scaffold100901	chrUn_NW_016788154v1
Scaffold100902	chrUn_NW_016788155v1
Scaffold100903	chrUn_NW_016788156v1
Scaffold100904	chrUn_NW_016788157v1
Scaffold100905	chrUn_NW_016788158v1
Scaffold100906	chrUn_NW_016788159v1
Scaffold100907	chrUn_NW_016788160v1
Scaffold100908	chrUn_NW_016788161v1
Scaffold100909	chrUn_NW_016788162v1
Scaffold10091	chrUn_NW_016704115v1
Scaffold100910	chrUn_NW_016788163v1
Scaffold100911	chrUn_NW_016788164v1
Scaffold100912	chrUn_NW_016788165v1
Scaffold100913	chrUn_NW_016788166v1
Scaffold100914	chrUn_NW_016788167v1
Scaffold100915	chrUn_NW_016788168v1
Scaffold100916	chrUn_NW_016788169v1
Scaffold100917	chrUn_NW_016788170v1
Scaffold100918	chrUn_NW_016788171v1
Scaffold100919	chrUn_NW_016788172v1
Scaffold10092	chrUn_NW_016704116v1
Scaffold100920	chrUn_NW_016788173v1
Scaffold100921	chrUn_NW_016788174v1
Scaffold100922	chrUn_NW_016788175v1
Scaffold100923	chrUn_NW_016788176v1
Scaffold100924	chrUn_NW_016788177v1
Scaffold100925	chrUn_NW_016788178v1
Scaffold100926	chrUn_NW_016788179v1
Scaffold100927	chrUn_NW_016788180v1
Scaffold100928	chrUn_NW_016788181v1
Scaffold100929	chrUn_NW_016788182v1
Scaffold10093	chrUn_NW_016704117v1
Scaffold100930	chrUn_NW_016788183v1
Scaffold100931	chrUn_NW_016788184v1
Scaffold100932	chrUn_NW_016788185v1
Scaffold100933	chrUn_NW_016788186v1
Scaffold100934	chrUn_NW_016788187v1
Scaffold100935	chrUn_NW_016788188v1
Scaffold100936	chrUn_NW_016788189v1
Scaffold100937	chrUn_NW_016788190v1
Scaffold100938	chrUn_NW_016788191v1
Scaffold100939	chrUn_NW_016788192v1
Scaffold10094	chrUn_NW_016704118v1
Scaffold100940	chrUn_NW_016788193v1
Scaffold100941	chrUn_NW_016788194v1
Scaffold100942	chrUn_NW_016788195v1
Scaffold100943	chrUn_NW_016788196v1
Scaffold100944	chrUn_NW_016788197v1
Scaffold100945	chrUn_NW_016788198v1
Scaffold100946	chrUn_NW_016788199v1
Scaffold100947	chrUn_NW_016788200v1
Scaffold100948	chrUn_NW_016788201v1
Scaffold100949	chrUn_NW_016788202v1
Scaffold10095	chrUn_NW_016704119v1
Scaffold100950	chrUn_NW_016788203v1
Scaffold100951	chrUn_NW_016788204v1
Scaffold100952	chrUn_NW_016788205v1
Scaffold100953	chrUn_NW_016788206v1
Scaffold100954	chrUn_NW_016788207v1
Scaffold100955	chrUn_NW_016788208v1
Scaffold100956	chrUn_NW_016788209v1
Scaffold100957	chrUn_NW_016788210v1
Scaffold100958	chrUn_NW_016788211v1
Scaffold100959	chrUn_NW_016788212v1
Scaffold10096	chrUn_NW_016704120v1
Scaffold100960	chrUn_NW_016788213v1
Scaffold100961	chrUn_NW_016788214v1
Scaffold100962	chrUn_NW_016788215v1
Scaffold100963	chrUn_NW_016788216v1
Scaffold100964	chrUn_NW_016788217v1
Scaffold100965	chrUn_NW_016788218v1
Scaffold100966	chrUn_NW_016788219v1
Scaffold100967	chrUn_NW_016788220v1
Scaffold100968	chrUn_NW_016788221v1
Scaffold100969	chrUn_NW_016788222v1
Scaffold10097	chrUn_NW_016704121v1
Scaffold100970	chrUn_NW_016788223v1
Scaffold100971	chrUn_NW_016788224v1
Scaffold100972	chrUn_NW_016788225v1
Scaffold100973	chrUn_NW_016788226v1
Scaffold100974	chrUn_NW_016788227v1
Scaffold100975	chrUn_NW_016788228v1
Scaffold100976	chrUn_NW_016788229v1
Scaffold100977	chrUn_NW_016788230v1
Scaffold100978	chrUn_NW_016788231v1
Scaffold100979	chrUn_NW_016788232v1
Scaffold10098	chrUn_NW_016704122v1
Scaffold100980	chrUn_NW_016788233v1
Scaffold100981	chrUn_NW_016788234v1
Scaffold100982	chrUn_NW_016788235v1
Scaffold100983	chrUn_NW_016788236v1
Scaffold100984	chrUn_NW_016788237v1
Scaffold100985	chrUn_NW_016788238v1
Scaffold100986	chrUn_NW_016788239v1
Scaffold100987	chrUn_NW_016788240v1
Scaffold100988	chrUn_NW_016788241v1
Scaffold100989	chrUn_NW_016788242v1
Scaffold10099	chrUn_NW_016704123v1
Scaffold100990	chrUn_NW_016788243v1
Scaffold100991	chrUn_NW_016788244v1
Scaffold100992	chrUn_NW_016788245v1
Scaffold100993	chrUn_NW_016788246v1
Scaffold100994	chrUn_NW_016788247v1
Scaffold100995	chrUn_NW_016788248v1
Scaffold100996	chrUn_NW_016788249v1
Scaffold100997	chrUn_NW_016788250v1
Scaffold100998	chrUn_NW_016788251v1
Scaffold100999	chrUn_NW_016788252v1
Scaffold101	chrUn_NW_016694892v1
Scaffold1010	chrUn_NW_016695792v1
Scaffold10100	chrUn_NW_016704124v1
Scaffold101000	chrUn_NW_016788253v1
Scaffold101001	chrUn_NW_016788254v1
Scaffold101002	chrUn_NW_016788255v1
Scaffold101003	chrUn_NW_016788256v1
Scaffold101004	chrUn_NW_016788257v1
Scaffold101005	chrUn_NW_016788258v1
Scaffold101006	chrUn_NW_016788259v1
Scaffold101007	chrUn_NW_016788260v1
Scaffold101008	chrUn_NW_016788261v1
Scaffold101009	chrUn_NW_016788262v1
Scaffold10101	chrUn_NW_016704125v1
Scaffold101010	chrUn_NW_016788263v1
Scaffold101011	chrUn_NW_016788264v1
Scaffold101012	chrUn_NW_016788265v1
Scaffold101013	chrUn_NW_016788266v1
Scaffold101014	chrUn_NW_016788267v1
Scaffold101015	chrUn_NW_016788268v1
Scaffold101016	chrUn_NW_016788269v1
Scaffold101017	chrUn_NW_016788270v1
Scaffold101018	chrUn_NW_016788271v1
Scaffold101019	chrUn_NW_016788272v1
Scaffold10102	chrUn_NW_016704126v1
Scaffold101020	chrUn_NW_016788273v1
Scaffold101021	chrUn_NW_016788274v1
Scaffold101022	chrUn_NW_016788275v1
Scaffold101023	chrUn_NW_016788276v1
Scaffold101024	chrUn_NW_016788277v1
Scaffold101025	chrUn_NW_016788278v1
Scaffold101026	chrUn_NW_016788279v1
Scaffold101027	chrUn_NW_016788280v1
Scaffold101028	chrUn_NW_016788281v1
Scaffold101029	chrUn_NW_016788282v1
Scaffold10103	chrUn_NW_016704127v1
Scaffold101030	chrUn_NW_016788283v1
Scaffold101031	chrUn_NW_016788284v1
Scaffold101032	chrUn_NW_016788285v1
Scaffold101033	chrUn_NW_016788286v1
Scaffold101034	chrUn_NW_016788287v1
Scaffold101035	chrUn_NW_016788288v1
Scaffold101036	chrUn_NW_016788289v1
Scaffold101037	chrUn_NW_016788290v1
Scaffold101038	chrUn_NW_016788291v1
Scaffold101039	chrUn_NW_016788292v1
Scaffold10104	chrUn_NW_016704128v1
Scaffold101040	chrUn_NW_016788293v1
Scaffold101041	chrUn_NW_016788294v1
Scaffold101042	chrUn_NW_016788295v1
Scaffold101043	chrUn_NW_016788296v1
Scaffold101044	chrUn_NW_016788297v1
Scaffold101045	chrUn_NW_016788298v1
Scaffold101046	chrUn_NW_016788299v1
Scaffold101047	chrUn_NW_016788300v1
Scaffold101048	chrUn_NW_016788301v1
Scaffold101049	chrUn_NW_016788302v1
Scaffold10105	chrUn_NW_016704129v1
Scaffold101050	chrUn_NW_016788303v1
Scaffold101051	chrUn_NW_016788304v1
Scaffold101052	chrUn_NW_016788305v1
Scaffold101053	chrUn_NW_016788306v1
Scaffold101054	chrUn_NW_016788307v1
Scaffold101055	chrUn_NW_016788308v1
Scaffold101056	chrUn_NW_016788309v1
Scaffold101057	chrUn_NW_016788310v1
Scaffold101058	chrUn_NW_016788311v1
Scaffold101059	chrUn_NW_016788312v1
Scaffold10106	chrUn_NW_016704130v1
Scaffold101060	chrUn_NW_016788313v1
Scaffold101061	chrUn_NW_016788314v1
Scaffold101062	chrUn_NW_016788315v1
Scaffold101063	chrUn_NW_016788316v1
Scaffold101064	chrUn_NW_016788317v1
Scaffold101065	chrUn_NW_016788318v1
Scaffold101066	chrUn_NW_016788319v1
Scaffold101067	chrUn_NW_016788320v1
Scaffold101068	chrUn_NW_016788321v1
Scaffold101069	chrUn_NW_016788322v1
Scaffold10107	chrUn_NW_016704131v1
Scaffold101070	chrUn_NW_016788323v1
Scaffold101071	chrUn_NW_016788324v1
Scaffold101072	chrUn_NW_016788325v1
Scaffold101073	chrUn_NW_016788326v1
Scaffold101074	chrUn_NW_016788327v1
Scaffold101075	chrUn_NW_016788328v1
Scaffold101076	chrUn_NW_016788329v1
Scaffold101077	chrUn_NW_016788330v1
Scaffold101078	chrUn_NW_016788331v1
Scaffold101079	chrUn_NW_016788332v1
Scaffold10108	chrUn_NW_016704132v1
Scaffold101080	chrUn_NW_016788333v1
Scaffold101081	chrUn_NW_016788334v1
Scaffold101082	chrUn_NW_016788335v1
Scaffold101083	chrUn_NW_016788336v1
Scaffold101084	chrUn_NW_016788337v1
Scaffold101085	chrUn_NW_016788338v1
Scaffold101086	chrUn_NW_016788339v1
Scaffold101087	chrUn_NW_016788340v1
Scaffold101088	chrUn_NW_016788341v1
Scaffold101089	chrUn_NW_016788342v1
Scaffold10109	chrUn_NW_016704133v1
Scaffold101090	chrUn_NW_016788343v1
Scaffold101091	chrUn_NW_016788344v1
Scaffold101092	chrUn_NW_016788345v1
Scaffold101093	chrUn_NW_016788346v1
Scaffold101094	chrUn_NW_016788347v1
Scaffold101095	chrUn_NW_016788348v1
Scaffold101096	chrUn_NW_016788349v1
Scaffold101097	chrUn_NW_016788350v1
Scaffold101098	chrUn_NW_016788351v1
Scaffold101099	chrUn_NW_016788352v1
Scaffold1011	chrUn_NW_016695793v1
Scaffold10110	chrUn_NW_016704134v1
Scaffold101100	chrUn_NW_016788353v1
Scaffold101101	chrUn_NW_016788354v1
Scaffold101102	chrUn_NW_016788355v1
Scaffold101103	chrUn_NW_016788356v1
Scaffold101104	chrUn_NW_016788357v1
Scaffold101105	chrUn_NW_016788358v1
Scaffold101106	chrUn_NW_016788359v1
Scaffold101107	chrUn_NW_016788360v1
Scaffold101108	chrUn_NW_016788361v1
Scaffold101109	chrUn_NW_016788362v1
Scaffold10111	chrUn_NW_016704135v1
Scaffold101110	chrUn_NW_016788363v1
Scaffold101111	chrUn_NW_016788364v1
Scaffold101112	chrUn_NW_016788365v1
Scaffold101113	chrUn_NW_016788366v1
Scaffold101114	chrUn_NW_016788367v1
Scaffold101116	chrUn_NW_016788368v1
Scaffold101117	chrUn_NW_016788369v1
Scaffold101118	chrUn_NW_016788370v1
Scaffold101119	chrUn_NW_016788371v1
Scaffold10112	chrUn_NW_016704136v1
Scaffold101120	chrUn_NW_016788372v1
Scaffold101121	chrUn_NW_016788373v1
Scaffold101122	chrUn_NW_016788374v1
Scaffold101123	chrUn_NW_016788375v1
Scaffold101124	chrUn_NW_016788376v1
Scaffold101125	chrUn_NW_016788377v1
Scaffold101126	chrUn_NW_016788378v1
Scaffold101127	chrUn_NW_016788379v1
Scaffold101128	chrUn_NW_016788380v1
Scaffold101129	chrUn_NW_016788381v1
Scaffold10113	chrUn_NW_016704137v1
Scaffold101130	chrUn_NW_016788382v1
Scaffold101131	chrUn_NW_016788383v1
Scaffold101132	chrUn_NW_016788384v1
Scaffold101133	chrUn_NW_016788385v1
Scaffold101134	chrUn_NW_016788386v1
Scaffold101135	chrUn_NW_016788387v1
Scaffold101136	chrUn_NW_016788388v1
Scaffold101137	chrUn_NW_016788389v1
Scaffold101138	chrUn_NW_016788390v1
Scaffold101139	chrUn_NW_016788391v1
Scaffold10114	chrUn_NW_016704138v1
Scaffold101140	chrUn_NW_016788392v1
Scaffold101141	chrUn_NW_016788393v1
Scaffold101142	chrUn_NW_016788394v1
Scaffold101143	chrUn_NW_016788395v1
