Chr01	chr1
scaffold_1859	chrUn_NW_016684701v1
scaffold_1861	chrUn_NW_016684702v1
scaffold_1863	chrUn_NW_016684703v1
scaffold_1866	chrUn_NW_016684704v1
scaffold_1867	chrUn_NW_016684705v1
scaffold_1869	chrUn_NW_016684706v1
scaffold_187	chrUn_NW_016683493v1
scaffold_1871	chrUn_NW_016684707v1
scaffold_1874	chrUn_NW_016684708v1
scaffold_1876	chrUn_NW_016684709v1
scaffold_1877	chrUn_NW_016684710v1
scaffold_1878	chrUn_NW_016684711v1
scaffold_1879	chrUn_NW_016684712v1
scaffold_1880	chrUn_NW_016684713v1
scaffold_1881	chrUn_NW_016684714v1
scaffold_1883	chrUn_NW_016684715v1
scaffold_1884	chrUn_NW_016684716v1
scaffold_1885	chrUn_NW_016684717v1
scaffold_1886	chrUn_NW_016684718v1
scaffold_1887	chrUn_NW_016684719v1
scaffold_1889	chrUn_NW_016684720v1
scaffold_1890	chrUn_NW_016684721v1
scaffold_1891	chrUn_NW_016684722v1
scaffold_1892	chrUn_NW_016684723v1
scaffold_1893	chrUn_NW_016684724v1
scaffold_1894	chrUn_NW_016684725v1
scaffold_1895	chrUn_NW_016684726v1
scaffold_1897	chrUn_NW_016684727v1
scaffold_1899	chrUn_NW_016684728v1
scaffold_19	chrUn_NW_016683374v1
scaffold_1900	chrUn_NW_016684729v1
scaffold_1901	chrUn_NW_016684730v1
scaffold_1902	chrUn_NW_016684731v1
scaffold_1903	chrUn_NW_016684732v1
scaffold_1905	chrUn_NW_016684733v1
scaffold_1908	chrUn_NW_016684734v1
scaffold_191	chrUn_NW_016683494v1
scaffold_1910	chrUn_NW_016684735v1
scaffold_1911	chrUn_NW_016684736v1
scaffold_1912	chrUn_NW_016684737v1
scaffold_1913	chrUn_NW_016684738v1
scaffold_1915	chrUn_NW_016684739v1
scaffold_1917	chrUn_NW_016684740v1
scaffold_1918	chrUn_NW_016684741v1
scaffold_1919	chrUn_NW_016684742v1
scaffold_192	chrUn_NW_016683495v1
scaffold_1921	chrUn_NW_016684743v1
scaffold_1925	chrUn_NW_016684744v1
scaffold_1926	chrUn_NW_016684745v1
scaffold_1927	chrUn_NW_016684746v1
scaffold_1928	chrUn_NW_016684747v1
scaffold_193	chrUn_NW_016683496v1
scaffold_1931	chrUn_NW_016684748v1
scaffold_1932	chrUn_NW_016684749v1
scaffold_1933	chrUn_NW_016684750v1
scaffold_1934	chrUn_NW_016684751v1
scaffold_1935	chrUn_NW_016684752v1
scaffold_1936	chrUn_NW_016684753v1
scaffold_1937	chrUn_NW_016684754v1
scaffold_194	chrUn_NW_016683497v1
scaffold_1940	chrUn_NW_016684755v1
scaffold_1941	chrUn_NW_016684756v1
scaffold_1942	chrUn_NW_016684757v1
scaffold_1944	chrUn_NW_016684758v1
scaffold_1946	chrUn_NW_016684759v1
scaffold_1947	chrUn_NW_016684760v1
scaffold_1948	chrUn_NW_016684761v1
scaffold_1949	chrUn_NW_016684762v1
scaffold_195	chrUn_NW_016683498v1
scaffold_1950	chrUn_NW_016684763v1
scaffold_1951	chrUn_NW_016684764v1
scaffold_1952	chrUn_NW_016684765v1
scaffold_1954	chrUn_NW_016684766v1
scaffold_1955	chrUn_NW_016684767v1
scaffold_1957	chrUn_NW_016684768v1
scaffold_1958	chrUn_NW_016684769v1
scaffold_1959	chrUn_NW_016684770v1
scaffold_196	chrUn_NW_016683499v1
scaffold_1960	chrUn_NW_016684771v1
scaffold_1962	chrUn_NW_016684772v1
scaffold_1964	chrUn_NW_016684773v1
scaffold_1965	chrUn_NW_016684774v1
scaffold_1966	chrUn_NW_016684775v1
scaffold_1967	chrUn_NW_016684776v1
scaffold_1968	chrUn_NW_016684777v1
scaffold_197	chrUn_NW_016683500v1
scaffold_1972	chrUn_NW_016684778v1
scaffold_1978	chrUn_NW_016684779v1
scaffold_1979	chrUn_NW_016684780v1
scaffold_1980	chrUn_NW_016684781v1
scaffold_1981	chrUn_NW_016684782v1
scaffold_1983	chrUn_NW_016684783v1
scaffold_199	chrUn_NW_016683501v1
scaffold_1990	chrUn_NW_016684784v1
scaffold_1991	chrUn_NW_016684785v1
scaffold_1992	chrUn_NW_016684786v1
scaffold_1993	chrUn_NW_016684787v1
scaffold_1994	chrUn_NW_016684788v1
scaffold_200	chrUn_NW_016683502v1
scaffold_2001	chrUn_NW_016684789v1
scaffold_2002	chrUn_NW_016684790v1
scaffold_2005	chrUn_NW_016684791v1
scaffold_2006	chrUn_NW_016684792v1
scaffold_2008	chrUn_NW_016684793v1
scaffold_201	chrUn_NW_016683503v1
scaffold_2010	chrUn_NW_016684794v1
scaffold_2011	chrUn_NW_016684795v1
scaffold_2012	chrUn_NW_016684796v1
scaffold_2013	chrUn_NW_016684797v1
scaffold_2015	chrUn_NW_016684798v1
scaffold_2019	chrUn_NW_016684799v1
scaffold_202	chrUn_NW_016683504v1
scaffold_2020	chrUn_NW_016684800v1
scaffold_2021	chrUn_NW_016684801v1
scaffold_2022	chrUn_NW_016684802v1
scaffold_2023	chrUn_NW_016684803v1
scaffold_2025	chrUn_NW_016684804v1
scaffold_2026	chrUn_NW_016684805v1
scaffold_2027	chrUn_NW_016684806v1
scaffold_2028	chrUn_NW_016684807v1
scaffold_2029	chrUn_NW_016684808v1
scaffold_203	chrUn_NW_016683505v1
scaffold_2032	chrUn_NW_016684809v1
scaffold_2034	chrUn_NW_016684810v1
scaffold_2036	chrUn_NW_016684811v1
scaffold_2037	chrUn_NW_016684812v1
scaffold_2039	chrUn_NW_016684813v1
scaffold_2042	chrUn_NW_016684814v1
scaffold_2044	chrUn_NW_016684815v1
scaffold_2045	chrUn_NW_016684816v1
scaffold_2046	chrUn_NW_016684817v1
scaffold_205	chrUn_NW_016683506v1
scaffold_2050	chrUn_NW_016684818v1
scaffold_2051	chrUn_NW_016684819v1
scaffold_2052	chrUn_NW_016684820v1
scaffold_2053	chrUn_NW_016684821v1
scaffold_2054	chrUn_NW_016684822v1
scaffold_2057	chrUn_NW_016684823v1
scaffold_2058	chrUn_NW_016684824v1
scaffold_2059	chrUn_NW_016684825v1
scaffold_2061	chrUn_NW_016684826v1
scaffold_2062	chrUn_NW_016684827v1
scaffold_2063	chrUn_NW_016684828v1
scaffold_2066	chrUn_NW_016684829v1
scaffold_207	chrUn_NW_016683507v1
scaffold_2070	chrUn_NW_016684830v1
scaffold_2072	chrUn_NW_016684831v1
scaffold_2076	chrUn_NW_016684832v1
scaffold_2077	chrUn_NW_016684833v1
scaffold_2078	chrUn_NW_016684834v1
scaffold_2079	chrUn_NW_016684835v1
scaffold_208	chrUn_NW_016683508v1
scaffold_2081	chrUn_NW_016684836v1
scaffold_2082	chrUn_NW_016684837v1
scaffold_2083	chrUn_NW_016684838v1
scaffold_2084	chrUn_NW_016684839v1
scaffold_2085	chrUn_NW_016684840v1
scaffold_2086	chrUn_NW_016684841v1
scaffold_209	chrUn_NW_016683509v1
scaffold_2090	chrUn_NW_016684842v1
scaffold_2091	chrUn_NW_016684843v1
scaffold_2092	chrUn_NW_016684844v1
scaffold_2093	chrUn_NW_016684845v1
scaffold_2094	chrUn_NW_016684846v1
scaffold_2098	chrUn_NW_016684847v1
scaffold_21	chrUn_NW_016683375v1
scaffold_210	chrUn_NW_016683510v1
scaffold_2100	chrUn_NW_016684848v1
scaffold_2103	chrUn_NW_016684849v1
scaffold_2104	chrUn_NW_016684850v1
scaffold_2105	chrUn_NW_016684851v1
scaffold_2107	chrUn_NW_016684852v1
scaffold_2108	chrUn_NW_016684853v1
scaffold_2109	chrUn_NW_016684854v1
scaffold_211	chrUn_NW_016683511v1
scaffold_2110	chrUn_NW_016684855v1
scaffold_2111	chrUn_NW_016684856v1
scaffold_2112	chrUn_NW_016684857v1
scaffold_2114	chrUn_NW_016684858v1
scaffold_2115	chrUn_NW_016684859v1
scaffold_2117	chrUn_NW_016684860v1
scaffold_2121	chrUn_NW_016684861v1
scaffold_2123	chrUn_NW_016684862v1
scaffold_2125	chrUn_NW_016684863v1
scaffold_2128	chrUn_NW_016684864v1
scaffold_2129	chrUn_NW_016684865v1
scaffold_213	chrUn_NW_016683512v1
scaffold_2130	chrUn_NW_016684866v1
scaffold_2132	chrUn_NW_016684867v1
scaffold_2133	chrUn_NW_016684868v1
scaffold_2136	chrUn_NW_016684869v1
scaffold_2137	chrUn_NW_016684870v1
scaffold_214	chrUn_NW_016683513v1
scaffold_2141	chrUn_NW_016684871v1
scaffold_2144	chrUn_NW_016684872v1
scaffold_2145	chrUn_NW_016684873v1
scaffold_2146	chrUn_NW_016684874v1
scaffold_2147	chrUn_NW_016684875v1
scaffold_2148	chrUn_NW_016684876v1
scaffold_2149	chrUn_NW_016684877v1
scaffold_2150	chrUn_NW_016684878v1
scaffold_2152	chrUn_NW_016684879v1
scaffold_2154	chrUn_NW_016684880v1
scaffold_2155	chrUn_NW_016684881v1
scaffold_2156	chrUn_NW_016684882v1
scaffold_2157	chrUn_NW_016684883v1
scaffold_2158	chrUn_NW_016684884v1
scaffold_216	chrUn_NW_016683514v1
scaffold_2161	chrUn_NW_016684885v1
scaffold_2162	chrUn_NW_016684886v1
scaffold_2163	chrUn_NW_016684887v1
scaffold_2164	chrUn_NW_016684888v1
scaffold_2165	chrUn_NW_016684889v1
scaffold_2166	chrUn_NW_016684890v1
scaffold_2167	chrUn_NW_016684891v1
scaffold_2168	chrUn_NW_016684892v1
scaffold_2169	chrUn_NW_016684893v1
scaffold_217	chrUn_NW_016683515v1
scaffold_2170	chrUn_NW_016684894v1
scaffold_2172	chrUn_NW_016684895v1
scaffold_2173	chrUn_NW_016684896v1
scaffold_2174	chrUn_NW_016684897v1
scaffold_2175	chrUn_NW_016684898v1
scaffold_2180	chrUn_NW_016684899v1
scaffold_2181	chrUn_NW_016684900v1
scaffold_2183	chrUn_NW_016684901v1
scaffold_2186	chrUn_NW_016684902v1
scaffold_2187	chrUn_NW_016684903v1
scaffold_219	chrUn_NW_016683516v1
scaffold_2191	chrUn_NW_016684904v1
scaffold_2193	chrUn_NW_016684905v1
scaffold_2195	chrUn_NW_016684906v1
scaffold_2196	chrUn_NW_016684907v1
scaffold_2198	chrUn_NW_016684908v1
scaffold_2199	chrUn_NW_016684909v1
scaffold_22	chrUn_NW_016683376v1
scaffold_220	chrUn_NW_016683517v1
scaffold_2200	chrUn_NW_016684910v1
scaffold_2203	chrUn_NW_016684911v1
scaffold_2204	chrUn_NW_016684912v1
scaffold_2206	chrUn_NW_016684913v1
scaffold_2208	chrUn_NW_016684914v1
scaffold_2211	chrUn_NW_016684915v1
scaffold_2213	chrUn_NW_016684916v1
scaffold_2215	chrUn_NW_016684917v1
scaffold_2216	chrUn_NW_016684918v1
scaffold_2217	chrUn_NW_016684919v1
scaffold_2218	chrUn_NW_016684920v1
scaffold_2219	chrUn_NW_016684921v1
scaffold_222	chrUn_NW_016683518v1
scaffold_2220	chrUn_NW_016684922v1
scaffold_2221	chrUn_NW_016684923v1
scaffold_2222	chrUn_NW_016684924v1
scaffold_2224	chrUn_NW_016684925v1
scaffold_2225	chrUn_NW_016684926v1
scaffold_2226	chrUn_NW_016684927v1
scaffold_2227	chrUn_NW_016684928v1
scaffold_2228	chrUn_NW_016684929v1
scaffold_2229	chrUn_NW_016684930v1
scaffold_223	chrUn_NW_016683519v1
scaffold_2230	chrUn_NW_016684931v1
scaffold_2231	chrUn_NW_016684932v1
scaffold_2232	chrUn_NW_016684933v1
scaffold_2233	chrUn_NW_016684934v1
scaffold_2234	chrUn_NW_016684935v1
scaffold_2235	chrUn_NW_016684936v1
scaffold_2236	chrUn_NW_016684937v1
scaffold_2237	chrUn_NW_016684938v1
scaffold_2238	chrUn_NW_016684939v1
scaffold_2239	chrUn_NW_016684940v1
scaffold_224	chrUn_NW_016683520v1
scaffold_2240	chrUn_NW_016684941v1
scaffold_2241	chrUn_NW_016684942v1
scaffold_2243	chrUn_NW_016684943v1
scaffold_2244	chrUn_NW_016684944v1
scaffold_2245	chrUn_NW_016684945v1
scaffold_2249	chrUn_NW_016684946v1
scaffold_2250	chrUn_NW_016684947v1
scaffold_2251	chrUn_NW_016684948v1
scaffold_2252	chrUn_NW_016684949v1
scaffold_2253	chrUn_NW_016684950v1
scaffold_2254	chrUn_NW_016684951v1
scaffold_2255	chrUn_NW_016684952v1
scaffold_2256	chrUn_NW_016684953v1
scaffold_2257	chrUn_NW_016684954v1
scaffold_2259	chrUn_NW_016684955v1
scaffold_226	chrUn_NW_016683521v1
scaffold_2260	chrUn_NW_016684956v1
scaffold_2261	chrUn_NW_016684957v1
scaffold_2264	chrUn_NW_016684958v1
scaffold_2265	chrUn_NW_016684959v1
scaffold_2267	chrUn_NW_016684960v1
scaffold_2268	chrUn_NW_016684961v1
scaffold_227	chrUn_NW_016683522v1
scaffold_2274	chrUn_NW_016684962v1
scaffold_2275	chrUn_NW_016684963v1
scaffold_2276	chrUn_NW_016684964v1
scaffold_2277	chrUn_NW_016684965v1
scaffold_2278	chrUn_NW_016684966v1
scaffold_2279	chrUn_NW_016684967v1
scaffold_228	chrUn_NW_016683523v1
scaffold_2280	chrUn_NW_016684968v1
scaffold_2282	chrUn_NW_016684969v1
scaffold_2283	chrUn_NW_016684970v1
scaffold_2284	chrUn_NW_016684971v1
scaffold_2285	chrUn_NW_016684972v1
scaffold_2286	chrUn_NW_016684973v1
scaffold_2288	chrUn_NW_016684974v1
scaffold_2289	chrUn_NW_016684975v1
scaffold_229	chrUn_NW_016683524v1
scaffold_2290	chrUn_NW_016684976v1
scaffold_2296	chrUn_NW_016684977v1
scaffold_2297	chrUn_NW_016684978v1
scaffold_2298	chrUn_NW_016684979v1
scaffold_230	chrUn_NW_016683525v1
scaffold_2300	chrUn_NW_016684980v1
scaffold_2301	chrUn_NW_016684981v1
scaffold_2302	chrUn_NW_016684982v1
scaffold_2303	chrUn_NW_016684983v1
scaffold_2304	chrUn_NW_016684984v1
scaffold_2305	chrUn_NW_016684985v1
scaffold_2309	chrUn_NW_016684986v1
scaffold_231	chrUn_NW_016683526v1
scaffold_2310	chrUn_NW_016684987v1
scaffold_2312	chrUn_NW_016684988v1
scaffold_2313	chrUn_NW_016684989v1
scaffold_2314	chrUn_NW_016684990v1
scaffold_2315	chrUn_NW_016684991v1
scaffold_2317	chrUn_NW_016684992v1
scaffold_2318	chrUn_NW_016684993v1
scaffold_232	chrUn_NW_016683527v1
scaffold_2321	chrUn_NW_016684994v1
scaffold_2322	chrUn_NW_016684995v1
scaffold_2323	chrUn_NW_016684996v1
scaffold_2324	chrUn_NW_016684997v1
scaffold_2325	chrUn_NW_016684998v1
scaffold_2326	chrUn_NW_016684999v1
scaffold_2327	chrUn_NW_016685000v1
scaffold_2328	chrUn_NW_016685001v1
scaffold_2329	chrUn_NW_016685002v1
scaffold_233	chrUn_NW_016683528v1
scaffold_2330	chrUn_NW_016685003v1
scaffold_2332	chrUn_NW_016685004v1
scaffold_2333	chrUn_NW_016685005v1
scaffold_2334	chrUn_NW_016685006v1
scaffold_2335	chrUn_NW_016685007v1
scaffold_2338	chrUn_NW_016685008v1
scaffold_234	chrUn_NW_016683529v1
scaffold_2342	chrUn_NW_016685009v1
scaffold_2343	chrUn_NW_016685010v1
scaffold_2344	chrUn_NW_016685011v1
scaffold_2345	chrUn_NW_016685012v1
scaffold_2346	chrUn_NW_016685013v1
scaffold_2348	chrUn_NW_016685014v1
scaffold_2349	chrUn_NW_016685015v1
scaffold_235	chrUn_NW_016683530v1
scaffold_2350	chrUn_NW_016685016v1
scaffold_2351	chrUn_NW_016685017v1
scaffold_2354	chrUn_NW_016685018v1
scaffold_2356	chrUn_NW_016685019v1
scaffold_2359	chrUn_NW_016685020v1
scaffold_236	chrUn_NW_016683531v1
scaffold_2360	chrUn_NW_016685021v1
scaffold_2361	chrUn_NW_016685022v1
scaffold_2362	chrUn_NW_016685023v1
scaffold_2364	chrUn_NW_016685024v1
scaffold_2366	chrUn_NW_016685025v1
scaffold_2368	chrUn_NW_016685026v1
scaffold_2369	chrUn_NW_016685027v1
scaffold_237	chrUn_NW_016683532v1
scaffold_2370	chrUn_NW_016685028v1
scaffold_2371	chrUn_NW_016685029v1
scaffold_2372	chrUn_NW_016685030v1
scaffold_2373	chrUn_NW_016685031v1
scaffold_2374	chrUn_NW_016685032v1
scaffold_2375	chrUn_NW_016685033v1
scaffold_2378	chrUn_NW_016685034v1
scaffold_238	chrUn_NW_016683533v1
scaffold_2380	chrUn_NW_016685035v1
scaffold_2381	chrUn_NW_016685036v1
scaffold_2384	chrUn_NW_016685037v1
scaffold_2386	chrUn_NW_016685038v1
scaffold_2388	chrUn_NW_016685039v1
scaffold_2389	chrUn_NW_016685040v1
scaffold_239	chrUn_NW_016683534v1
scaffold_2390	chrUn_NW_016685041v1
scaffold_2398	chrUn_NW_016685042v1
scaffold_24	chrUn_NW_016683377v1
scaffold_240	chrUn_NW_016683535v1
scaffold_2403	chrUn_NW_016685043v1
scaffold_2404	chrUn_NW_016685044v1
scaffold_2405	chrUn_NW_016685045v1
scaffold_2406	chrUn_NW_016685046v1
scaffold_2407	chrUn_NW_016685047v1
scaffold_2408	chrUn_NW_016685048v1
scaffold_2409	chrUn_NW_016685049v1
scaffold_241	chrUn_NW_016683536v1
scaffold_2412	chrUn_NW_016685050v1
scaffold_2414	chrUn_NW_016685051v1
scaffold_2416	chrUn_NW_016685052v1
scaffold_2418	chrUn_NW_016685053v1
scaffold_2419	chrUn_NW_016685054v1
scaffold_2420	chrUn_NW_016685055v1
scaffold_2421	chrUn_NW_016685056v1
scaffold_2422	chrUn_NW_016685057v1
scaffold_2425	chrUn_NW_016685058v1
scaffold_2427	chrUn_NW_016685059v1
scaffold_243	chrUn_NW_016683537v1
scaffold_2431	chrUn_NW_016685060v1
scaffold_2432	chrUn_NW_016685061v1
scaffold_2433	chrUn_NW_016685062v1
scaffold_2434	chrUn_NW_016685063v1
scaffold_2436	chrUn_NW_016685064v1
scaffold_2437	chrUn_NW_016685065v1
scaffold_2438	chrUn_NW_016685066v1
scaffold_2439	chrUn_NW_016685067v1
scaffold_244	chrUn_NW_016683538v1
scaffold_2440	chrUn_NW_016685068v1
scaffold_2441	chrUn_NW_016685069v1
scaffold_2442	chrUn_NW_016685070v1
scaffold_2443	chrUn_NW_016685071v1
scaffold_2444	chrUn_NW_016685072v1
scaffold_2445	chrUn_NW_016685073v1
scaffold_2446	chrUn_NW_016685074v1
scaffold_2448	chrUn_NW_016685075v1
scaffold_2449	chrUn_NW_016685076v1
scaffold_245	chrUn_NW_016683539v1
scaffold_2450	chrUn_NW_016685077v1
scaffold_2452	chrUn_NW_016685078v1
scaffold_2454	chrUn_NW_016685079v1
scaffold_2458	chrUn_NW_016685080v1
scaffold_2459	chrUn_NW_016685081v1
scaffold_246	chrUn_NW_016683540v1
scaffold_2460	chrUn_NW_016685082v1
scaffold_2462	chrUn_NW_016685083v1
scaffold_2463	chrUn_NW_016685084v1
scaffold_2465	chrUn_NW_016685085v1
scaffold_2466	chrUn_NW_016685086v1
scaffold_2467	chrUn_NW_016685087v1
scaffold_2468	chrUn_NW_016685088v1
scaffold_2469	chrUn_NW_016685089v1
scaffold_247	chrUn_NW_016683541v1
scaffold_2470	chrUn_NW_016685090v1
scaffold_2471	chrUn_NW_016685091v1
scaffold_2472	chrUn_NW_016685092v1
scaffold_2473	chrUn_NW_016685093v1
scaffold_2474	chrUn_NW_016685094v1
scaffold_2475	chrUn_NW_016685095v1
scaffold_2476	chrUn_NW_016685096v1
scaffold_2477	chrUn_NW_016685097v1
scaffold_2478	chrUn_NW_016685098v1
scaffold_2479	chrUn_NW_016685099v1
scaffold_248	chrUn_NW_016683542v1
scaffold_2480	chrUn_NW_016685100v1
scaffold_2482	chrUn_NW_016685101v1
scaffold_2483	chrUn_NW_016685102v1
scaffold_2484	chrUn_NW_016685103v1
scaffold_2485	chrUn_NW_016685104v1
scaffold_2487	chrUn_NW_016685105v1
scaffold_2489	chrUn_NW_016685106v1
scaffold_249	chrUn_NW_016683543v1
scaffold_2490	chrUn_NW_016685107v1
scaffold_2492	chrUn_NW_016685108v1
scaffold_2493	chrUn_NW_016685109v1
scaffold_2495	chrUn_NW_016685110v1
scaffold_2496	chrUn_NW_016685111v1
scaffold_2498	chrUn_NW_016685112v1
scaffold_25	chrUn_NW_016683378v1
scaffold_2501	chrUn_NW_016685113v1
scaffold_2503	chrUn_NW_016685114v1
scaffold_2504	chrUn_NW_016685115v1
scaffold_2506	chrUn_NW_016685116v1
scaffold_2507	chrUn_NW_016685117v1
scaffold_2508	chrUn_NW_016685118v1
scaffold_2509	chrUn_NW_016685119v1
scaffold_251	chrUn_NW_016683544v1
scaffold_2512	chrUn_NW_016685120v1
scaffold_2513	chrUn_NW_016685121v1
scaffold_2515	chrUn_NW_016685122v1
scaffold_2516	chrUn_NW_016685123v1
scaffold_2518	chrUn_NW_016685124v1
scaffold_2519	chrUn_NW_016685125v1
scaffold_2520	chrUn_NW_016685126v1
scaffold_2521	chrUn_NW_016685127v1
scaffold_2522	chrUn_NW_016685128v1
scaffold_2523	chrUn_NW_016685129v1
scaffold_2524	chrUn_NW_016685130v1
scaffold_2526	chrUn_NW_016685131v1
scaffold_2527	chrUn_NW_016685132v1
scaffold_2529	chrUn_NW_016685133v1
scaffold_253	chrUn_NW_016683545v1
scaffold_2530	chrUn_NW_016685134v1
scaffold_2531	chrUn_NW_016685135v1
scaffold_2532	chrUn_NW_016685136v1
scaffold_2533	chrUn_NW_016685137v1
scaffold_2534	chrUn_NW_016685138v1
scaffold_2537	chrUn_NW_016685139v1
scaffold_2538	chrUn_NW_016685140v1
scaffold_2539	chrUn_NW_016685141v1
scaffold_2541	chrUn_NW_016685142v1
scaffold_2542	chrUn_NW_016685143v1
scaffold_2543	chrUn_NW_016685144v1
scaffold_2545	chrUn_NW_016685145v1
scaffold_2546	chrUn_NW_016685146v1
scaffold_2547	chrUn_NW_016685147v1
scaffold_2548	chrUn_NW_016685148v1
scaffold_255	chrUn_NW_016683546v1
scaffold_2550	chrUn_NW_016685149v1
scaffold_2551	chrUn_NW_016685150v1
scaffold_2553	chrUn_NW_016685151v1
scaffold_2556	chrUn_NW_016685152v1
scaffold_2557	chrUn_NW_016685153v1
scaffold_2558	chrUn_NW_016685154v1
scaffold_256	chrUn_NW_016683547v1
scaffold_2560	chrUn_NW_016685155v1
scaffold_2561	chrUn_NW_016685156v1
scaffold_2562	chrUn_NW_016685157v1
scaffold_2563	chrUn_NW_016685158v1
scaffold_2564	chrUn_NW_016685159v1
scaffold_2565	chrUn_NW_016685160v1
scaffold_2566	chrUn_NW_016685161v1
scaffold_2569	chrUn_NW_016685162v1
scaffold_2570	chrUn_NW_016685163v1
scaffold_2571	chrUn_NW_016685164v1
scaffold_2573	chrUn_NW_016685165v1
scaffold_2574	chrUn_NW_016685166v1
scaffold_2575	chrUn_NW_016685167v1
scaffold_2578	chrUn_NW_016685168v1
scaffold_2579	chrUn_NW_016685169v1
scaffold_258	chrUn_NW_016683548v1
scaffold_2580	chrUn_NW_016685170v1
scaffold_2582	chrUn_NW_016685171v1
scaffold_2583	chrUn_NW_016685172v1
scaffold_2584	chrUn_NW_016685173v1
scaffold_2586	chrUn_NW_016685174v1
scaffold_2588	chrUn_NW_016685175v1
scaffold_259	chrUn_NW_016683549v1
scaffold_2590	chrUn_NW_016685176v1
scaffold_2591	chrUn_NW_016685177v1
scaffold_2592	chrUn_NW_016685178v1
scaffold_2593	chrUn_NW_016685179v1
scaffold_2594	chrUn_NW_016685180v1
scaffold_2595	chrUn_NW_016685181v1
scaffold_2596	chrUn_NW_016685182v1
scaffold_2598	chrUn_NW_016685183v1
scaffold_2600	chrUn_NW_016685184v1
scaffold_2601	chrUn_NW_016685185v1
scaffold_2602	chrUn_NW_016685186v1
scaffold_2603	chrUn_NW_016685187v1
scaffold_2604	chrUn_NW_016685188v1
scaffold_2605	chrUn_NW_016685189v1
scaffold_2606	chrUn_NW_016685190v1
scaffold_2607	chrUn_NW_016685191v1
scaffold_2608	chrUn_NW_016685192v1
scaffold_261	chrUn_NW_016683550v1
scaffold_2610	chrUn_NW_016685193v1
scaffold_2611	chrUn_NW_016685194v1
scaffold_2612	chrUn_NW_016685195v1
scaffold_2613	chrUn_NW_016685196v1
scaffold_2615	chrUn_NW_016685197v1
scaffold_2616	chrUn_NW_016685198v1
scaffold_2617	chrUn_NW_016685199v1
scaffold_2618	chrUn_NW_016685200v1
scaffold_262	chrUn_NW_016683551v1
scaffold_2620	chrUn_NW_016685201v1
scaffold_2621	chrUn_NW_016685202v1
scaffold_2625	chrUn_NW_016685203v1
scaffold_2629	chrUn_NW_016685204v1
scaffold_263	chrUn_NW_016683552v1
scaffold_2630	chrUn_NW_016685205v1
scaffold_2631	chrUn_NW_016685206v1
scaffold_2633	chrUn_NW_016685207v1
scaffold_2635	chrUn_NW_016685208v1
scaffold_2638	chrUn_NW_016685209v1
scaffold_264	chrUn_NW_016683553v1
scaffold_2640	chrUn_NW_016685210v1
scaffold_2641	chrUn_NW_016685211v1
scaffold_2644	chrUn_NW_016685212v1
scaffold_2645	chrUn_NW_016685213v1
scaffold_2646	chrUn_NW_016685214v1
scaffold_2649	chrUn_NW_016685215v1
scaffold_2651	chrUn_NW_016685216v1
scaffold_2652	chrUn_NW_016685217v1
scaffold_2653	chrUn_NW_016685218v1
scaffold_2654	chrUn_NW_016685219v1
scaffold_2655	chrUn_NW_016685220v1
scaffold_2656	chrUn_NW_016685221v1
scaffold_2657	chrUn_NW_016685222v1
scaffold_2659	chrUn_NW_016685223v1
scaffold_266	chrUn_NW_016683554v1
scaffold_2660	chrUn_NW_016685224v1
scaffold_2661	chrUn_NW_016685225v1
scaffold_2662	chrUn_NW_016685226v1
scaffold_2663	chrUn_NW_016685227v1
scaffold_2664	chrUn_NW_016685228v1
scaffold_2665	chrUn_NW_016685229v1
scaffold_2666	chrUn_NW_016685230v1
scaffold_2667	chrUn_NW_016685231v1
scaffold_2670	chrUn_NW_016685232v1
scaffold_2671	chrUn_NW_016685233v1
scaffold_2673	chrUn_NW_016685234v1
scaffold_2674	chrUn_NW_016685235v1
scaffold_2677	chrUn_NW_016685236v1
scaffold_2678	chrUn_NW_016685237v1
scaffold_2679	chrUn_NW_016685238v1
scaffold_2680	chrUn_NW_016685239v1
scaffold_2682	chrUn_NW_016685240v1
scaffold_2683	chrUn_NW_016685241v1
scaffold_2684	chrUn_NW_016685242v1
scaffold_2686	chrUn_NW_016685243v1
scaffold_2688	chrUn_NW_016685244v1
scaffold_269	chrUn_NW_016683555v1
scaffold_2691	chrUn_NW_016685245v1
scaffold_2692	chrUn_NW_016685246v1
scaffold_2693	chrUn_NW_016685247v1
scaffold_2694	chrUn_NW_016685248v1
scaffold_2695	chrUn_NW_016685249v1
scaffold_2696	chrUn_NW_016685250v1
scaffold_2697	chrUn_NW_016685251v1
scaffold_2698	chrUn_NW_016685252v1
scaffold_27	chrUn_NW_016683379v1
scaffold_270	chrUn_NW_016683556v1
scaffold_2701	chrUn_NW_016685253v1
scaffold_2702	chrUn_NW_016685254v1
scaffold_2703	chrUn_NW_016685255v1
scaffold_2704	chrUn_NW_016685256v1
scaffold_2708	chrUn_NW_016685257v1
scaffold_2709	chrUn_NW_016685258v1
scaffold_2710	chrUn_NW_016685259v1
scaffold_2711	chrUn_NW_016685260v1
scaffold_2712	chrUn_NW_016685261v1
scaffold_2713	chrUn_NW_016685262v1
scaffold_2716	chrUn_NW_016685263v1
scaffold_2717	chrUn_NW_016685264v1
scaffold_2718	chrUn_NW_016685265v1
scaffold_272	chrUn_NW_016683557v1
scaffold_2720	chrUn_NW_016685266v1
scaffold_2721	chrUn_NW_016685267v1
scaffold_2722	chrUn_NW_016685268v1
